UID,Date,Ticker,Sentiment,Reason
210,2015-01-11,CMCSA,Neutral,"The news discusses CNBC's decision to ditch Nielsen ratings, mentioning Comcast indirectly without specific positive or negative impact on the company."
211,2015-01-11,DISH,Slightly Bearish,"The title and summary suggest a conflict with Fox News, indicating potential negative impact on DISH's reputation or business."
212,2015-01-11,BIIB,Neutral,The summary discusses biotechs generally without specific positive or negative information about BIIB.
213,2015-01-11,GILD,Bullish,"The summary highlights Gilead's leadership in the hepatitis C market with Sovaldi and Harvoni, indicating a strong competitive position."
214,2015-01-11,GILD,Neutral,The summary focuses on small biotechs without specific mention of Gilead's performance or outlook.
215,2015-01-11,GILD,Slightly Bearish,"The summary mentions potential trouble for Gilead due to high drug prices and emerging competition, despite a positive long-term outlook."
216,2015-01-11,COST,Neutral,The summary lists Costco among other companies without specific positive or negative commentary on its performance.
217,2015-01-12,BIIB,Slightly Bullish,"The summary mentions Biogen's multiple Alzheimer's drugs in development, suggesting potential upside despite high failure risk."
218,2015-01-12,INCY,Bullish,"The summary highlights a significant agreement with Agenus, suggesting positive growth potential for Incyte through new therapeutic developments."
219,2015-01-12,AMGN,Neutral,The summary lists Amgen as a better-ranked stock without specific details on performance or catalysts.
220,2015-01-12,AMGN,Slightly Bearish,The summary mentions a lawsuit against competitors but implies potential legal or competitive challenges for Amgen.
221,2015-01-12,CMCSA,Neutral,The summary focuses on Disney without specific positive or negative information about Comcast.
222,2015-01-12,CMCSA,Neutral,"The summary mentions Comcast in the context of a dividend announcement for another company, with no specific impact on Comcast."
223,2015-01-12,AMAT,Slightly Bullish,"The summary notes Applied Materials in the 'buy range' recommendation, suggesting a positive outlook."
224,2015-01-12,PEP,Neutral,The summary mentions Pepsi in relation to Taco Bell's past ownership without specific impact on Pepsi's current performance.
225,2015-01-12,INCY,Bullish,"The summary emphasizes a significant partnership with Agenus, indicating positive development prospects for Incyte."
226,2015-01-12,ADP,Neutral,"The summary mentions ADP in the context of a dividend announcement for another company, with no specific impact on ADP."
227,2015-01-12,MNST,Neutral,The summary reports insider selling at Monster Beverage without additional context to suggest positive or negative impact.
228,2015-01-12,SWKS,Slightly Bullish,"The summary highlights Skyworks as a key supplier for Apple, suggesting potential positive impact from iPhone sales."
229,2015-01-12,PEP,Neutral,The summary mentions Pepsi as the owner of Quaker Oats without specific positive or negative information about Pepsi itself.
230,2015-01-12,ADP,Neutral,"The summary mentions ADP in the context of a dividend announcement for another company, with no specific impact on ADP."
231,2015-01-12,GILD,Neutral,The summary discusses Celgene and Gilead generally without specific positive or negative catalysts for Gilead.
232,2015-01-12,MU,Neutral,The summary mentions Micron in the context of a portfolio shift without specific positive or negative information about its performance.
233,2015-01-12,AMGN,Neutral,The summary lists Amgen among other healthcare stocks without specific details on performance or catalysts.
234,2015-01-12,MU,Neutral,The summary focuses on Inphi without specific positive or negative information about Micron.
235,2015-01-12,VRTX,Bullish,"The summary highlights Vertex's focus on expanding Kalydeco's label and seeking FDA approval, indicating positive growth potential."
236,2015-01-12,SBUX,Neutral,The summary discusses stock options for Starbucks without specific directional impact on the company's performance.
237,2015-01-12,SBUX,Neutral,The summary focuses on Taco Bell and Chipotle's international expansion without specific impact on Starbucks.
238,2015-01-12,QCOM,Neutral,The summary discusses the Internet of Things without specific positive or negative information about Qualcomm.
239,2015-01-12,QCOM,Slightly Bullish,"The summary lists Qualcomm among undervalued tech stocks, suggesting potential upside."
240,2015-01-12,MU,Slightly Bearish,"The summary notes a 5.4% drop in Micron's stock price, indicating a negative short-term performance."
241,2015-01-12,CSX,Neutral,"The news item does not indicate a clear positive or negative outlook for CSX, as it only mentions an upcoming earnings release with a hold rating and no conclusive beat expected."
242,2015-01-12,CSX,Neutral,"The mention of CSX's upcoming earnings release is neutral, with no specific positive or negative sentiment expressed towards the company's performance."
243,2015-01-12,QCOM,Bearish,The news suggests potential bad news for Qualcomm's premium Snapdragon chip business due to Samsung's shift to its own Exynos chips for the Galaxy S6.
244,2015-01-12,PCAR,Neutral,The news item mentions PACCAR as a customer of Cummins without any specific positive or negative sentiment towards PACCAR itself.
245,2015-01-12,PCAR,Slightly Bullish,"PACCAR is highlighted as a stock to consider with a Zacks Rank #2 (Buy), indicating a slightly positive outlook."
246,2015-01-12,DISH,Bullish,"The news highlights positive growth factors for DISH, including innovative product launches like Sling TV and a video streaming deal with Disney."
247,2015-01-12,GILD,Neutral,"The news does not provide a clear directional sentiment for Gilead Sciences, as it only mentions recommendations and ownership without specific performance insights."
248,2015-01-12,GILD,Strongly Bullish,"The news predicts strong HCV sales of over $10 billion for Gilead in 2015, with an attractive forward P/E, indicating significant upside potential."
249,2015-01-12,AMGN,Neutral,The news mentions Amgen as a well-ranked stock in the healthcare sector without specific positive or negative details about its performance.
250,2015-01-12,COST,Bullish,"Costco's comparable-store sales for December exceeded analysts' expectations, indicating positive performance."
251,2015-01-13,AMAT,Slightly Bullish,"The news notes that Applied Materials has a current mean recommendation in the 'buy range,' suggesting a slightly positive outlook."
252,2015-01-13,COST,Neutral,The news only mentions Costco as part of the Consumer Services sector without any specific positive or negative sentiment towards its performance.
253,2015-01-13,SBUX,Neutral,The news only mentions Starbucks as part of the Consumer Services sector without any specific positive or negative sentiment towards its performance.
254,2015-01-13,MU,Bullish,"Micron reported strong Q1 2015 earnings with significant revenue growth, indicating a positive performance outlook."
255,2015-01-13,ADBE,Slightly Bullish,"Adobe is mentioned as a better-ranked stock with a Zacks Rank #2 (Buy), suggesting a slightly positive outlook."
256,2015-01-13,EBAY,Neutral,"The news focuses on Alibaba without any direct mention or sentiment towards eBay, resulting in a neutral assessment."
257,2015-01-13,GILD,Bullish,"The news suggests that Gilead's Harvoni is expanding treatment use, indicating a positive impact on sales and patient reach."
258,2015-01-13,SBUX,Bullish,"Starbucks stock is up about 2.1% in trading, indicating a positive price movement and sentiment."
259,2015-01-13,GILD,Slightly Bearish,"Gilead Sciences is trading down 2.1% on the day, indicating a slightly negative short-term sentiment despite a year-to-date gain."
260,2015-01-13,MU,Neutral,The news focuses on Intel's Knights Landing processor without specific positive or negative sentiment towards Micron.
261,2015-01-13,DISH,Bullish,"Dish Network's introduction of the Sling TV streaming service targets a new audience, indicating a positive growth opportunity."
262,2015-01-13,MU,Slightly Bullish,"Micron has a current mean recommendation in the 'buy range,' suggesting a slightly positive outlook despite unchanged trading."
263,2015-01-13,MU,Slightly Bearish,"Micron shares crossed below their 200-day moving average, indicating a slightly negative technical signal."
264,2015-01-13,PEP,Bullish,"PepsiCo is recommended as a top value stock for 2015 with expected 9% earnings growth, indicating a positive outlook."
265,2015-01-13,TXN,Neutral,The news focuses on Micron's earnings and market conditions without specific sentiment towards Texas Instruments.
266,2015-01-13,GILD,Slightly Bullish,"The news highlights Gilead Sciences as a recommended healthcare stock for 2015, suggesting a slightly positive outlook."
267,2015-01-13,SIRI,Slightly Bullish,"Sirius XM Holdings is up about 1% on high trading volume, indicating a slightly positive sentiment."
268,2015-01-13,AMGN,Neutral,The news mentions Amgen as a better-ranked stock in the healthcare sector without specific positive or negative details about its performance.
269,2015-01-13,PCAR,Slightly Bullish,"PACCAR is recommended as a better-ranked stock with a Zacks Rank #2 (Buy), indicating a slightly positive outlook."
270,2015-01-13,ADBE,Slightly Bullish,"Adobe is highlighted as a better-ranked stock in the technology space with a Zacks Rank #2 (Buy), suggesting a slightly positive outlook."
271,2015-01-13,SBUX,Neutral,The news item mentions Starbucks only as part of the Consumer Services sector without any specific positive or negative information about the company.
